acceptance_status;acceptance_statuscode;acceptance_timestamp;acceptance_retrycount;interactionmode;createdon;identificationmethod;identity_issuingcountry_code;identity_idcloudanalysis_errormessage;nationality_name
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:33:48.200;1.0;;11/11/2020 13:55;DOCUMENT;BEL;0;India
Approved;IdentityVerificationSucceeded;2020-12-29 13:38:00.250;1.0;NonInteractive;29/12/2020 13:35;DOCUMENT;UKR;0;Ukraine
Approved;IdentityVerificationSucceeded;2020-11-10 11:20:49.147;1.0;;10/11/2020 11:18;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:07:59.970;1.0;NonInteractive;23/12/2020 09:24;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-17 12:08:09.013;1.0;;17/11/2020 12:05;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:20:31.177;1.0;NonInteractive;18/01/2021 15:42;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-22 14:24:13.143;1.0;;22/10/2020 14:23;;;0;
Approved;IdentityVerificationSucceeded;2020-11-26 11:06:46.893;1.0;NonInteractive;26/11/2020 11:06;EID;BEL;0;Belgium
Approved;IdentityVerificationSucceeded;2020-10-01 12:50:09.930;1.0;;01/10/2020 12:48;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:14:51.060;1.0;NonInteractive;12/01/2021 08:59;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-11 09:14:04.547;1.0;;11/11/2020 09:13;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:38:40.970;1.0;;16/11/2020 14:09;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedRetry;2020-12-22 13:39:02.803;1.0;Interactive;22/12/2020 13:35;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:50:02.010;1.0;NonInteractive;07/12/2020 16:10;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-21 09:16:39.653;1.0;NonInteractive;21/12/2020 09:16;EID;BEL;0;Belgium
Rejected;RejectedDueToUserInactivity;2020-12-29 14:39:53.320;1.0;NonInteractive;29/12/2020 14:37;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:44:25.737;1.0;NonInteractive;27/11/2020 14:34;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-09-29 07:40:46.363;1.0;;29/09/2020 07:40;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-10 18:31:38.973;1.0;NonInteractive;10/12/2020 18:31;ITSME;;0;Belgium
Approved;IdentityVerificationSucceeded;2020-09-22 07:19:02.290;1.0;;22/09/2020 07:14;DOCUMENT;UKR;1;
Approved;IdentityVerificationSucceeded;2020-11-18 10:52:38.900;1.0;;18/11/2020 10:51;ITSME;;0;Belgium
Approved;;2020-08-20 14:19:18.017;1.0;;20/08/2020 14:17;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:45:20.513;1.0;NonInteractive;10/02/2021 22:50;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-09-18 09:00:03.457;1.0;;18/09/2020 08:57;;;0;
Rejected;UnknownIdentificationMethod;2020-10-09 06:53:13.510;1.0;;09/10/2020 06:49;PROFILE_API_TEST;IND;0;India
Approved;IdentityVerificationSucceeded;2020-11-03 16:04:23.877;1.0;;03/11/2020 15:53;ITSME;;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:02:55.420;1.0;NonInteractive;18/12/2020 14:43;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:45:04.637;1.0;NonInteractive;30/11/2020 13:44;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:38:45.840;1.0;;16/11/2020 14:53;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-09-28 15:27:54.183;1.0;;28/09/2020 15:25;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:36:02.177;;;13/08/2020 08:54;ITSME;;0;
Rejected;ManualReviewFailedReject;2020-09-07 11:28:03.043;2.0;;07/09/2020 11:25;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:36:05.760;;;14/08/2020 10:15;DOCUMENT;;0;
Rejected;UnknownIdentificationMethod;2020-11-10 10:47:41.500;1.0;;10/11/2020 10:46;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2021-01-14 08:09:47.837;1.0;NonInteractive;14/01/2021 08:09;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:45:17.410;;;17/08/2020 12:36;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:39:59.800;1.0;;19/11/2020 15:27;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-21 11:40:02.143;1.0;;21/10/2020 11:38;PROFILE_API_TEST;;0;
Rejected;RejectedDueToUserInactivity;2020-11-24 16:03:09.213;1.0;NonInteractive;24/11/2020 15:29;;;0;
Rejected;UnknownIdentificationMethod;2020-11-04 19:09:26.833;1.0;;04/11/2020 19:08;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:15:51.633;1.0;;27/10/2020 06:45;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:58:31.697;1.0;NonInteractive;15/12/2020 17:26;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedRetry;2020-09-10 11:37:05.360;1.0;;10/09/2020 11:33;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:40:04.850;1.0;;19/11/2020 16:30;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:15:02.660;1.0;;26/10/2020 19:16;DOCUMENT;;0;
Rejected;UnknownIdentificationMethod;2020-10-26 12:45:03.533;1.0;;26/10/2020 12:44;PROFILE_API_TEST;;0;
Approved;;2020-08-04 08:41:23.690;;;04/08/2020 08:39;ITSME;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:08:03.057;1.0;NonInteractive;23/12/2020 09:25;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-29 13:17:54.503;1.0;NonInteractive;29/12/2020 13:15;DOCUMENT;UKR;0;Ukraine
Approved;IdentityVerificationSucceeded;2020-11-10 14:03:43.010;1.0;;10/11/2020 14:02;EID;BEL;0;India
Rejected;ManualReviewFailedRetry;2020-09-25 08:50:32.967;1.0;;25/09/2020 08:40;DOCUMENT;;1;
Approved;;2020-07-23 06:25:47.417;;;23/07/2020 06:16;ITSME;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:23:45.447;1.0;NonInteractive;21/01/2021 06:49;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:37:44.820;1.0;;12/11/2020 13:41;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-05 14:00:11.627;1.0;;05/11/2020 13:55;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:54:24.653;1.0;;24/09/2020 07:43;DOCUMENT;UKR;1;Ukraine
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:44:56.060;;;14/08/2020 10:15;DOCUMENT;BEL;0;India
Approved;IdentityVerificationSucceeded;2020-11-30 17:11:15.000;1.0;NonInteractive;30/11/2020 17:10;ITSME;;0;Belgium
Rejected;UnknownIdentificationMethod;2020-10-12 15:42:04.027;1.0;;12/10/2020 15:40;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:40:25.060;1.0;;20/11/2020 10:35;PROFILE_API_TEST;;0;
Rejected;RejectedDueToUserInactivity;2021-01-12 12:08:35.627;1.0;NonInteractive;12/01/2021 12:04;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:38:06.850;1.0;NonInteractive;08/02/2021 09:30;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:03:42.950;1.0;NonInteractive;18/12/2020 16:21;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:39:17.240;1.0;;17/11/2020 13:39;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedRetry;2020-10-27 15:28:02.290;1.0;;27/10/2020 15:21;DOCUMENT;MEX;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:21:45.643;1.0;;03/11/2020 09:30;DOCUMENT;BEL;0;India
Rejected;UnknownIdentificationMethod;2020-10-20 14:36:41.193;1.0;;20/10/2020 14:30;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:23:20.357;1.0;NonInteractive;20/01/2021 09:54;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-06 14:31:44.387;1.0;;06/11/2020 14:29;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedReject;2021-01-05 15:35:58.070;1.0;NonInteractive;05/01/2021 15:24;DOCUMENT;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:38:02.813;1.0;;13/11/2020 14:26;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2021-01-21 11:01:36.987;1.0;NonInteractive;21/01/2021 10:59;DOCUMENT;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:21:43.363;1.0;NonInteractive;19/01/2021 10:40;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-09 09:03:40.127;1.0;NonInteractive;09/12/2020 09:02;DOCUMENT;UKR;0;Ukraine
Approved;;2020-08-28 16:23:23.027;1.0;;28/08/2020 16:14;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:47:22.930;1.0;NonInteractive;11/02/2021 14:36;PROFILE_API_TEST;;0;
Approved;;2020-08-04 06:47:48.540;;;04/08/2020 06:47;ITSME;;0;
Rejected;ManualReviewFailedRetry;2020-10-27 09:27:02.437;1.0;;27/10/2020 09:17;DOCUMENT;;1;
Approved;IdentityVerificationSucceeded;2020-10-22 09:59:55.337;1.0;;22/10/2020 09:59;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:40:25.510;1.0;NonInteractive;09/02/2021 11:27;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-03-02 10:03:00.663;1.0;NonInteractive;02/03/2021 09:51;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-24 15:36:57.047;1.0;NonInteractive;24/11/2020 15:36;EID;BEL;0;Belgium
Approved;IdentityVerificationSucceeded;2020-11-06 11:59:31.840;1.0;;06/11/2020 11:48;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-24 09:48:00.833;1.0;NonInteractive;24/02/2021 09:35;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-21 20:44:15.563;1.0;;21/10/2020 20:42;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-26 10:55:08.383;1.0;NonInteractive;26/11/2020 10:54;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:40:47.280;1.0;;23/11/2020 11:41;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:54:09.697;1.0;NonInteractive;10/12/2020 14:33;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-28 14:25:13.863;2.0;Interactive;28/12/2020 14:18;DOCUMENT;BEL;0;Belgium
Approved;;2020-07-23 06:51:33.880;;;23/07/2020 06:38;ITSME;UKR;1;Ukraine
Approved;IdentityVerificationSucceeded;2020-11-11 15:43:46.290;1.0;;11/11/2020 15:42;;;0;
Rejected;UnknownIdentificationMethod;2020-11-04 10:25:27.603;1.0;;04/11/2020 10:24;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:00:09.570;1.0;;07/10/2020 08:48;DOCUMENT;FRA;0;France
Approved;IdentityVerificationSucceeded;2021-02-24 16:32:50.283;1.0;NonInteractive;24/02/2021 16:32;DOCUMENT;UKR;0;Ukraine
Rejected;ManualReviewFailedReject;2021-03-04 08:19:03.593;1.0;NonInteractive;04/03/2021 08:11;DOCUMENT;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:14:41.683;1.0;NonInteractive;11/01/2021 15:53;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2021-01-06 12:54:25.737;1.0;NonInteractive;06/01/2021 12:48;DOCUMENT;UKR;1;Ukraine
Rejected;UnknownIdentificationMethod;2020-10-09 07:48:45.393;1.0;;09/10/2020 07:47;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-26 13:55:52.250;1.0;;26/10/2020 13:55;EID;BEL;0;India
Approved;IdentityVerificationSucceeded;2021-01-07 13:19:43.207;1.0;NonInteractive;07/01/2021 13:17;EID;BEL;0;India
Approved;;2020-08-26 07:44:56.980;1.0;;26/08/2020 07:43;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-05 14:57:28.273;1.0;;05/11/2020 14:56;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:35:59.020;;;07/08/2020 12:56;DOCUMENT;;0;
Rejected;UnknownIdentificationMethod;2020-11-06 09:48:12.783;1.0;;06/11/2020 09:46;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-17 10:50:04.997;1.0;NonInteractive;17/12/2020 10:31;DOCUMENT;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:42:10.643;1.0;NonInteractive;26/11/2020 09:42;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-09 15:55:53.377;1.0;;09/11/2020 15:54;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:40:25.390;1.0;;20/11/2020 10:44;PROFILE_API_TEST;;0;
Approved;;2020-09-08 09:57:10.923;1.0;;08/09/2020 09:50;DOCUMENT;CHE;0;Switzerland
Approved;IdentityVerificationSucceeded;2020-09-29 10:15:59.907;1.0;;29/09/2020 10:11;EID;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:41:10.953;1.0;NonInteractive;24/11/2020 12:38;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:45:39.237;1.0;NonInteractive;01/12/2020 09:56;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:49:14.813;1.0;NonInteractive;15/02/2021 17:03;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedRetry;2020-10-27 10:18:02.887;1.0;;27/10/2020 10:16;DOCUMENT;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:53:05.827;1.0;NonInteractive;09/12/2020 18:22;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:11:14.377;1.0;;22/10/2020 13:13;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:41:59.437;1.0;NonInteractive;09/02/2021 16:31;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:49:58.937;1.0;NonInteractive;07/12/2020 15:21;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-12-01 11:20:01.123;1.0;NonInteractive;01/12/2020 11:07;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:04:35.350;2.0;;15/10/2020 13:35;DOCUMENT;;0;
Approved;IdentityVerificationSucceeded;2020-12-14 16:35:39.777;1.0;NonInteractive;14/12/2020 16:35;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-01-22 13:58:00.537;1.0;Interactive;22/01/2021 13:46;DOCUMENT;CZE;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:40:51.200;1.0;NonInteractive;09/02/2021 12:18;PROFILE_API_TEST;;0;
Approved;;2020-08-17 15:37:00.533;;;17/08/2020 15:32;DOCUMENT;BEL;0;India
Approved;IdentityVerificationSucceeded;2020-11-17 14:21:42.403;1.0;;17/11/2020 13:56;ITSME;;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:07:26.340;1.0;;20/10/2020 12:49;DOCUMENT;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:38:58.227;1.0;;16/11/2020 18:07;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:15:36.717;1.0;;26/10/2020 19:32;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:33:57.467;1.0;NonInteractive;01/02/2021 15:31;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-28 14:53:32.460;1.0;;28/10/2020 14:52;ITSME;;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-03 09:25:00.397;1.0;Interactive;03/02/2021 08:19;DOCUMENT;DEU;0;Germany
Rejected;UnknownIdentificationMethod;2020-11-04 15:05:19.743;1.0;;04/11/2020 15:05;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:44:08.573;1.0;NonInteractive;10/02/2021 13:59;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-10 15:44:35.507;1.0;;10/11/2020 15:23;EID;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:29:48.297;1.0;NonInteractive;28/01/2021 15:23;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-14 16:30:15.903;1.0;NonInteractive;14/12/2020 16:29;EID;BEL;0;India
Rejected;MaxAllowedRetries;2020-10-28 08:39:45.670;3.0;;28/10/2020 08:36;DOCUMENT;DEU;0;
Approved;IdentityVerificationSucceeded;2020-11-16 14:16:10.507;1.0;;16/11/2020 14:14;ITSME;;0;Belgium
Rejected;UnknownIdentificationMethod;2020-10-02 07:59:21.807;1.0;;02/10/2020 07:54;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-21 08:35:05.253;1.0;NonInteractive;21/12/2020 08:23;DOCUMENT;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:34:32.627;1.0;NonInteractive;02/02/2021 08:04;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:37:15.467;1.0;;10/11/2020 15:18;DOCUMENT;BEL;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:38:35.457;1.0;;16/11/2020 13:33;PROFILE_API_TEST;;0;
Approved;;2020-09-07 15:34:39.177;1.0;;07/09/2020 15:33;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:09:10.503;1.0;NonInteractive;30/12/2020 15:21;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:48:42.003;1.0;NonInteractive;15/02/2021 09:13;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:36:12.673;;;18/08/2020 13:23;ITSME;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:55:14.617;1.0;NonInteractive;11/12/2020 12:21;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-12-09 10:17:00.760;2.0;Interactive;09/12/2020 10:03;DOCUMENT;CZE;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:43:19.117;1.0;NonInteractive;27/11/2020 08:33;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-09-30 08:26:17.087;1.0;;30/09/2020 08:26;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:51:18.597;1.0;;11/09/2020 07:39;DOCUMENT;DEU;0;Germany
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:23:20.917;1.0;NonInteractive;20/01/2021 11:01;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:39:17.520;1.0;NonInteractive;08/02/2021 14:53;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:40:34.687;1.0;;20/11/2020 12:31;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-09-23 14:54:39.640;1.0;;23/09/2020 14:54;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:19:28.177;1.0;NonInteractive;15/01/2021 17:43;PROFILE_API_TEST;;0;
Approved;;2020-08-17 11:56:58.810;;;17/08/2020 11:56;DOCUMENT;UKR;0;Ukraine
Rejected;UnknownIdentificationMethod;2020-09-30 10:06:41.320;1.0;;30/09/2020 10:06;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:45:10.660;1.0;NonInteractive;30/11/2020 13:57;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:24:24.310;1.0;NonInteractive;21/01/2021 14:57;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-08 16:17:04.927;1.0;;08/10/2020 16:16;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:50:34.810;1.0;NonInteractive;08/12/2020 11:26;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:17:42.200;1.0;NonInteractive;14/01/2021 09:31;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:38:50.423;1.0;;16/11/2020 15:39;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:11:09.723;1.0;;22/10/2020 13:11;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:47:17.327;1.0;;02/09/2020 10:09;DOCUMENT;UKR;0;Ukraine
Rejected;UnknownIdentificationMethod;2020-10-01 16:34:45.633;1.0;;01/10/2020 16:34;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-12-15 09:11:00.853;1.0;NonInteractive;15/12/2020 08:58;DOCUMENT;CZE;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:02:05.570;1.0;;12/10/2020 13:07;DOCUMENT;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-03-01 16:51:01.073;1.0;NonInteractive;01/03/2021 16:39;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedRetry;2020-10-27 15:02:01.923;1.0;;27/10/2020 14:59;DOCUMENT;BEL;0;India
Approved;IdentityVerificationSucceeded;2020-11-26 12:45:30.577;1.0;NonInteractive;26/11/2020 12:41;EID;BEL;0;Belgium
Rejected;ManualReviewFailedRetry;2020-10-01 08:59:01.663;1.0;;01/10/2020 08:57;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:15:30.687;1.0;;26/10/2020 19:27;DOCUMENT;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:27:17.167;1.0;NonInteractive;27/01/2021 09:18;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-26 17:53:51.077;1.0;NonInteractive;26/11/2020 17:53;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:40:58.997;1.0;;24/11/2020 08:11;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:44:45.827;1.0;NonInteractive;30/11/2020 10:10;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-26 07:32:00.387;1.0;NonInteractive;26/02/2021 07:18;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-17 13:18:43.557;1.0;;17/10/2020 13:17;EID;;0;
Approved;IdentityVerificationSucceeded;2020-11-18 14:57:15.060;1.0;;18/11/2020 14:52;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:56:52.840;1.0;NonInteractive;14/12/2020 14:00;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-24 05:18:00.783;1.0;NonInteractive;24/02/2021 05:05;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-09 08:08:41.970;1.0;;09/11/2020 07:58;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-23 11:10:43.900;1.0;NonInteractive;23/12/2020 11:06;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:51:11.697;1.0;NonInteractive;08/12/2020 14:31;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-05 13:29:52.733;1.0;;05/10/2020 13:29;PROFILE_API_TEST;;0;
Approved;;2020-08-19 15:31:31.767;;;18/08/2020 11:11;DOCUMENT;IND;1;
Rejected;RejectedDueToInactivityTimeout;2021-03-08 14:41:00.457;1.0;NonInteractive;08/03/2021 14:28;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:08:42.973;1.0;NonInteractive;26/12/2020 18:24;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-27 10:34:02.260;1.0;;27/10/2020 10:23;DOCUMENT;UKR;1;
Approved;IdentityVerificationSucceeded;2020-10-23 13:53:50.760;1.0;;23/10/2020 13:50;EID;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-09 12:44:00.670;1.0;NonInteractive;09/02/2021 11:40;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:39:48.190;1.0;;18/11/2020 16:59;DOCUMENT;;0;
Approved;;2020-08-20 16:44:31.880;1.0;;20/08/2020 16:39;DOCUMENT;UKR;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:38:25.907;1.0;;16/11/2020 11:15;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-25 12:11:43.167;1.0;NonInteractive;25/11/2020 12:11;EID;BEL;0;Belgium
Approved;IdentityVerificationSucceeded;2020-12-22 18:57:13.997;1.0;NonInteractive;22/12/2020 18:56;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:08:20.137;1.0;NonInteractive;23/12/2020 09:39;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:16:29.413;1.0;;27/10/2020 11:31;DOCUMENT;;1;
Rejected;UnknownIdentificationMethod;2020-10-29 08:51:40.750;1.0;;29/10/2020 08:51;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:50:04.917;1.0;NonInteractive;16/02/2021 11:54;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:25:40.927;1.0;NonInteractive;25/01/2021 14:55;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:29:22.930;1.0;NonInteractive;28/01/2021 13:15;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:04:13.913;1.0;;15/10/2020 09:06;DOCUMENT;BEL;0;India
Approved;IdentityVerificationSucceeded;2020-12-17 13:14:48.003;1.0;NonInteractive;17/12/2020 13:13;ITSME;;0;Belgium
